siteid,description,state,latitude,longitude,elevation,timezone,install,horizontal_datum,vertical_datum,vertical_accuracy,elevation_method,tz_offset,active_flag,type,responsibility,agency_region,huc12
hrfo,"Hereford, Oregon AgriMet Weather Station",OR,44.48805,-118.02,1097.28,US/Pacific,4/28/1998,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
hrhw,"Harrah, Washington AgriMet Weather Station",WA,46.38472,-120.57444,259.08,US/Pacific,5/27/1987,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
hrlm,"Harlem, MT (HRLM)",MT,48.54356766,-108.8346176,0,US/Mountain,,,,0,usbr_map.json,,,agrimet,great_plains,PN,1.01E+11
hrmo,"Hermiston R & E Center, Oregon AgriMet Weather Station",OR,45.81944,-119.28333,185.01,US/Pacific,7/15/1993,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
hrpo,Lost River at Harpold Dam,OR,42.16916667,-121.4533333,4100,US/Pacific,23:37.7,0,ft,0,,,,hydromet,Klamath,PN,1.80E+11
hrpw,HARTS PASS,WA,48.71666667,-120.65,228.1666667,0,.......................,515,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
hrsi,"Payette River near Horseshoe Bend, ID",ID,43.94314033,-116.1968747,2626,US/Mountain,00:00.0,13247500,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.71E+11
htoothr,"Horsetooth Reservoir Near Fort Collins, Co",CO,40.59944,-105.17111,5300,MST,,,,,,,,,,GP,
htsm,"Hot Springs, Montana AgriMet Weather Station",MT,47.61614,-114.64252,2785,US/Mountain,9/5/2019,,,0,,,,,,PN,1.70E+11
huan,"DRI - Hualapai Flat, Nevada Weather Station",NV,40.901111,-119.333056,1235.964,US/Pacific,10/12/2012,,m,0,agrimet_map,,,agrimet,dri,PN,1.60E+11
hugi,HUMBOLDT GULCH,ID,47.51666667,-115.7666667,185.8333333,0,.......................,535,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
huki,"Huckleberry Creek Weather Station, ID",ID,44.04305556,-115.5636111,6340,US/Mountain,00:00.0,0,ft,0,,,,hydromet,PNRO,PN,1.71E+11
huno,Huntington,OR,0,0,0,,,,,0,,,,,,PN,
hvmt,"Helena Valley, MT (HVMT)",MT,46.67560577,-111.989151,0,US/Mountain,,,,0,usbr_map.json,,,agrimet,great_plains,PN,1.00E+11
hwci,HOWELL CANYON,ID,42.31666667,-113.6,246,0,.......................,534,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
hwri,"BIG LOST RIVER AT HOWELL RANCH NR CHILLY, ID",ID,43.998333,-114.021111,6622,US/Mountain,57:34.4,13120500,ft,0,,,,hydromet,usgs,PN,1.70E+11
hya,"Hyatt Dam and Reservoir near Ashland, OR",OR,42.17222,-122.46667,5016,US/Pacific,23:47.4,,ft,0,cma_google,,,hydromet,,PN,1.80E+11
hyd01,"Hayden, Colorado CoAgMet Weather Station",CO,40.499,-107.181,1967,US/Mountain,11/16/2011,0,0,0,ccc,,T,agrimet,ccc,PN,1.41E+11
hyni,HYNDMAN,ID,43.7,-114.15,238,0,.......................,537,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
ichi,"INL - Richfield,  Idaho Weather Station",ID,43.0606,-114.134583,1328.3184,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN,1.70E+11
idci,Idaho Canal,ID,43.61388889,-112.0527778,4755,US/Mountain,00:00.0,13057145,ft,0,,,,hydromet,IDWR,PN,1.70E+11
idfi,Idaho Falls 16SE,ID,43.34583333,-111.7869444,5850,US/Mountain,00:00.0,0,ft,0,,,,hydromet,USFO,PN,1.70E+11
idhi,Idaho City,ID,43.83611,-115.83472,3965,US/Mountain,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.71E+11
ifai,"INL - Idaho Falls,  Idaho Weather Station",ID,43.504133,-112.050133,1435.3032,US/Mountain,,,m,0,agrimet_map,,,agrimet,noaa,PN,1.70E+11
igri,"INL - INTEC/Grid 3, Idaho",ID,43.5897,-112.730267,1606.627297,US/Mountain,,0,ft,0,,,,agrimet,noaa,PN,1.70E+11
ihr,ICE HARBOR DAM,WA,46.7,-117.4333333,7470,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Corps,PN,1.71E+11
imbo,"Imbler, Oregon AgriMet Weather Station",OR,45.43333,-117.96666,838.2,US/Pacific,4/5/1994,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
imno,"IMNAHA RIVER AT IMNAHA,OREGON",OR,45.562378,-116.834318,1941,US/Pacific,00:00.0,,ft,0,,,,hydromet,idpwr,PN,1.71E+11
inci,Independent Canal,ID,43.95888889,-111.7011111,4940,US/Mountain,00:00.0,13050535,ft,0,,,,hydromet,IDWR,PN,1.70E+11
inei,INEL DIV AT HEAD,ID,43.51388889,-113.0833333,0,US/Mountain,00:00.0,13132513,ft,0,,,,hydromet,USGS,PN,1.70E+11
inli,INEL DIV AT OUTLET OF SPREADING AREA A NR ARCO,ID,43.49583333,-113.0719444,0,US/Mountain,00:00.0,13132515,ft,0,,,,hydromet,USGS,PN,1.70E+11
isci,Island Canal,ID,43.69166667,-111.8541667,4885,US/Mountain,00:00.0,13038210,ft,0,,,,hydromet,IDWR,PN,1.70E+11
isl,"Island Park Dam and Reservoir, ID",ID,44.41893154,-111.3984276,6302,US/Mountain,00:00.0,,ft,0,cma_google,,,hydromet,pnro,PN,1.70E+11
isli,"Henrys Fork near Island Park, ID",ID,44.41639,-111.39472,6225,US/Mountain,00:00.0,13042500,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
ispi,ISLAND PARK,ID,44.41666667,-111.3833333,215.8333333,0,.......................,546,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
iyci,"Idaho Youth Challenge Academy - Pierce, ID AgriMet Weather Station",ID,46.497301,-115.797961,980,US/Pacific,4/20/2019,,,0,google earth,,,agrimet,pnro,PN,1.71E+11
jamr,"Jamestown Reservoir, North Dakota",ND,46.93056,-98.70639,1430,CST,,,,,,,,,,GP,
japn,JACKS PEAK,NV,41.51666667,-116,256.3333333,0,.......................,549,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
jbgn,"Jarbidge River Below Jarbidge, NV",NV,41.890461,-115.428682,6050,US/Pacific,.......................,13162225,ft,0,,,,hydromet,USGS,PN,1.71E+11
jcco,Jackson Creek at Central Point,OR,42.41277778,-122.9422222,0,US/Pacific,48:15.3,14358750,ft,0,,,,hydromet,owrd,PN,1.71E+11
jcjo,JACKSON CR AT JACKSONVILLE,OR,42.32083333,-122.9586111,0,US/Pacific,54:49.5,14358725,ft,0,,,,hydromet,owrd,PN,1.71E+11
jck,"Jackson Lake at Dam on Snake River near Moran, WY",WY,43.8575325,-110.5897446,6789,US/Mountain,00:00.0,13011000,ft,0,cma_google,,,hydromet,usgs/pnro,PN,1.70E+11
jckm,"Jocko Valley (Arlee), Montana AgriMet Station",MT,47.16076,-114.07185,3156,US/Mountain,9/5/2019,,,0,,,,,,PN,1.70E+11
jcky,"SNAKE RIVER NEAR MORAN, WY (monthly)",WY,0,0,0,US/Mountain,.......................,0,ft,0,,,,hydromet,,PN,
jcto,Joint System Canal bel Junction nr Lakecreek,OR,42.41472222,-122.6063889,1720,US/Pacific,39:17.8,14345500,ft,0,,,,hydromet,BFO (M),PN,1.71E+11
jcun,JACK CREEK UPPER,NV,41.53333333,-116,236.8333333,0,.......................,548,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
jda,John Day Dam,OR,45.71944444,-120.6966667,269,US/Mountain,00:00.0,0,ft,0,,,,hydromet,Corps,PN,1.71E+11
jddo,"South Fork John Day River near Dayville, OR",OR,44.42333333,-119.5394444,2500,US/Pacific,26:52.4,0,ft,0,,,,hydromet,OWRD,PN,1.71E+11
jdio,South Fork John Day River above Izee Falls,OR,44.12361111,-119.4905556,3930,US/Pacific,26:52.4,0,ft,0,,,,hydromet,OWRD,PN,1.71E+11
jdmo,"John Day River at McDonald Ferry, OR",OR,45.587628,-120.409492,392,US/Pacific,26:52.4,14048000,ft,0,,,,hydromet,usgs,PN,1.71E+11
jeno,Jenny Creek,OR,42.02055556,-122.3586111,3030,US/Pacific,.......................,0,ft,0,,,,hydromet,,PN,1.80E+11
jkny,Jackson WY Weather Station,WY,43.48557834,-110.7612648,6230,US/Mountain,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.70E+11
jkpi,JACKSON PEAK,ID,44.05,-115.4333333,232.8333333,0,.......................,550,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
jksy,"Snake River below Flat Creek near Jackson, WY",WY,43.37207473,-110.7386719,5950,US/Mountain,00:00.0,13018750,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
jld,JACKSON LAKE EMBANKMENT PARAMETERS,WY,43.85,-110.5833333,6789,US/Mountain,00:00.0,0,ft,0,,,,hydromet,,PN,1.70E+11
johi,"JOHNSON CREEK AT YELLOW PINE, ID",ID,44.961667,-115.5,4656,US/Mountain,16:53.5,13313000,ft,0,,,,hydromet,usgs,PN,1.71E+11
jojo,JUMP OFF JOE,OR,44.38333333,-122.1666667,180.6666667,0,.......................,552,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
jrpi,J. Ricks Pump,ID,43.85138889,-111.2533333,6000,US/Mountain,40:12.0,13053971,ft,0,,,,hydromet,IDWR,PN,1.70E+11
judews,SAN JUSTO Dike,CA,36.81666667,-121.4463889,510,US/Pacific,00:00.0,0,ft,0,,,,hydromet,,PN,1.81E+11
judews2,SAN JUSTO Dike,CA,36.81666667,-121.4463889,510,US/Pacific,00:00.0,0,ft,0,,,,hydromet,,PN,1.81E+11
jus,SAN JUSTO SOD,CA,36.81666667,-121.4463889,510,US/Pacific,00:00.0,0,ft,0,,,,hydromet,,PN,1.81E+11
jus1,SAN JUSTO SOD 1,CA,36.81666667,-121.4463889,510,US/Pacific,00:00.0,0,ft,0,,,,hydromet,,PN,1.81E+11
jus2,SAN JUSTO SOD 1,CA,36.81666667,-121.4463889,510,US/Pacific,00:00.0,0,ft,0,,,,hydromet,,PN,1.81E+11
jvwm,"Jefferson River Valley-Whitehall, MT (JVWM)",MT,45.79779053,-112.1657944,0,US/Mountain,,,,0,usbr_map.json,,,agrimet,great_plains,PN,1.00E+11
kac,"KACHESS RESERVOIR,RIVER AND WEATHER STATION",WA,47.26472222,-121.2044444,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
kee,KEECHELUS RESERVOIR-YAK AT MARTIN AND WEATHER STA.,WA,47.32222222,-121.3388889,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
kelo,Lost River at Keller Bridge,OR,42.16305556,-121.3202778,4010,US/Pacific,23:37.7,0,ft,0,,,,hydromet,Klamath,PN,1.80E+11
ker,"KERR DAM , FLATHEAD LAKE",MT,47.68333333,-114.25,0,US/Mountain,00:00.0,0,ft,0,,,,hydromet,Flathead,PN,1.70E+11
kerm,Flathead River below Kerr Dam near Polson,MT,47.68333333,-114.25,0,US/Mountain,00:00.0,12371550,ft,0,,,,hydromet,Flathead,PN,1.70E+11
kesw,KRD 1146 Wasteway Drop,WA,44.55,0,0,,,,,0,,,T,,,PN,
keti,Ketchum Ranger Station,ID,43.68450676,-114.3604741,5890,US/Mountain,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.70E+11
keyr,"Keyhole Reservoir, Wyoming",WY,44.38194,-104.77917,4134,MST,,,,,,,,,,GP,
kflo,"Klamath Falls, Oregon AgriMet Weather Station",OR,42.16472,-121.755,1249.68,US/Pacific,3/30/1999,,m,0,agrimet_map,,,agrimet,pnro,PN,1.80E+11
kflw,"Kettle Falls, Washington AgriMet Weather Station",WA,48.595,-118.12416,408.43,US/Pacific,4/17/2002,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
kimo,KING MOUNTAIN,OR,42.71666667,-123.2,195.3333333,0,.......................,558,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
kiow,"YAKIMA RIVER AT KIONA, WA",WA,46.253467,-119.478079,350,US/Pacific,00:00.0,12510500,ft,0,,,,hydromet,Yakima,PN,1.70E+11
kncw,KENNEWICK CANAL,WA,46.26527778,-119.5694444,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
krcm,KRAFT CREEK,MT,47.41666667,-113.7666667,192.1666667,0,.......................,562,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
krsi,South Fork Salmon River near Krassel RS,ID,44.986944,-115.725,3750,US/Mountain,.......................,13310700,ft,0,,,,hydromet,usgs,PN,1.71E+11
ksks,"Keith Sebelius Lake (Norton Dam), Kansas",KS,39.8075,-99.93417,2347,CST,,,,,,,,,,GP,
ktbi,"Kettle Butte, Idaho Weather Station",ID,43.54861111,-112.3258333,1565,US/Mountain,10/15/1995,,m,0,agrimet_map,,,agrimet,noaa,PN,1.70E+11
ktcw,KITTITAS CANAL,WA,47.23888889,-121.1833333,0,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
kusw,SKOOKUM CREEK,WA,47.68333333,-121.6,176.1666667,0,.......................,912,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
kwks,"Kirwin Reservoir At Kirwin, Kansas",KS,39.66361,-99.12472,1730,CST,,,,,,,,,,GP,
labi,West Labelle and Long Island Canal,ID,43.69055556,-111.8555556,4895,US/Mountain,00:00.0,13038225,ft,0,,,,hydromet,IDWR,PN,1.70E+11
laci,East Labelle Canal,ID,43.67333333,-111.8041667,4930,US/Mountain,.......................,13038150,ft,0,,,,hydromet,IDWR,PN,1.70E+11
ladn,LAUREL DRAW,NV,41.76666667,-116.0166667,227.6166667,0,.......................,573,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
lako,"Lakeview, Oregon AgriMet Weather Station",OR,42.12222,-120.52305,1453.9,US/Pacific,4/19/1988,,m,0,agrimet_map,,,agrimet,pnro,PN,1.80E+11
laku,"UCC - Laketown , Utah Weather Station",UT,41.8379,-111.3343833,1816.3032,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
lane,"Little Lake Alice Reservoir El-Outflow, Nebraska",NE,41.9625,-103.57222,4138,MST,,,,,,,,,,GP,
lapo,"Little Deschutes River near La Pine, OR",OR,43.68901,-121.502803,4192,US/Pacific,35:34.1,14063000,ft,0,,,,hydromet,owrd,PN,1.71E+11
lbco,"Little Butte Creek at Lakecreek, OR",OR,42.42222222,-122.6222222,1625,US/Pacific,41:58.5,14346700,ft,0,,,,hydromet,owrd,PN,1.71E+11
lbeo,"Little Butte Creek below Eagle Point, OR",OR,42.46277778,-122.8152778,1280,US/Pacific,04:16.2,14348000,ft,0,,,,hydromet,owrd,PN,1.71E+11
lbgo,"Little Butte Ck at Eagle Point, OR",OR,42.476902,-122.792943,0,US/Pacific,,14347900,,0,,,,hydromet,BFO/OWRD,PN,1.71E+11
lbrw,"Lake Bryan - Rice Bar, Washington AgriMet Weather Station",WA,46.6975,-117.65416,192.02,US/Pacific,4/19/2002,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
lefo,"Tualatin River below Lee Falls nr Cherry Grove, OR",OR,45.50583333,-123.2183333,370,US/Pacific,56:45.8,14202450,ft,0,,,,hydromet,OWRD,PN,1.71E+11
legw,"Legrow, Washington AgriMet Weather Station",WA,46.20527,-118.93611,176.78,US/Pacific,7/17/1986,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
lemi,"Lemhi River below L5 Diversion, ID",ID,45.132778,-113.798889,0,US/Mountain,.......................,13305310,ft,0,,,,hydromet,usgs,PN,1.71E+11
ler,"Lake Elwell Spillway Transducer, Montana",MT,48.31833,-111.09083,2840,MST,,,,,,,,,,GP,
lerm,"Lake Elwell Auxiliary Outlet Bubbler, Montana",MT,48.31833,-111.09083,2840,MST,,,,,,,,,,GP,
lewu,"UCC - Lewiston, Utah Weather Station",UT,41.95213333,-111.8690333,1375.8672,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
lfki,Lake Fork,id,0,0,0,,,,,0,,,T,,,PN,
lfpi,LAKE FORK PAYETTE RIVER AB JUMBO CR NR MCCALL ID,ID,44.913611,-115.997222,6950,US/Mountain,.......................,13240000,ft,0,,,,hydromet,usgs,PN,1.71E+11
lfrm,"Lake Frances Reservoir, Montana",MT,48.26667,-112.2,3820,MST,,,,,,,,,,GP,
lgd,"LA GRANDE, OR (monthly)",OR,0,0,0,US/Pacific,.......................,0,ft,0,,,,hydromet,,PN,
lggu,"UCC - Logan Golf, Utah Weather Station",UT,41.73868333,-111.8035333,1465.4784,US/Mountain,,,m,0,agrimet_map,,,agrimet,ucc,PN,1.60E+11
lgiu,"Logan Island Backyard, Utah Weather Station",UT,41.73861111,-111.8036111,4629,US/Mountain,.......................,,ft,0,,,,agrimet,ucc,PN,1.60E+11
lib,LIBBY RESERVOIR,MT,48.41666667,-115.3166667,0,US/Mountain,00:00.0,0,ft,0,,,,hydromet,Corps,PN,1.70E+11
libw,"Liberty Lake, Washington Weather Station",WA,47.66533,-117.087208,632,US/Pacific,11/18/2014,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
lidw,"Lind, Washington AgriMet Weather Station",WA,46.86722,-118.73944,449.58,US/Pacific,5/18/1983,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
limr,"Lima Res Upstream Of Clark Canyon Res, Montana",MT,44.65611,-112.37056,6530,MST,,,,,,,,,,GP,
lini,BIG LOST RIVER AT UPPER LINCOLN AVE BRIDGE NR ARCO,ID,43.573889,-112.943333,0,US/Mountain,00:00.0,13132535,ft,0,,,,hydromet,usgs,PN,1.70E+11
lipi,Linderman Pump,ID,0,0,0,US/Mountain,,13054575,,0,,,,hydromet,IDWR,PN,
lkco,LAKE CREEK R.S.,OR,44.2,-118.6333333,205.3333333,0,.......................,563,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
lkpo,"Lookout Point Dam Weather Station, Oregon",OR,43.9166666,-122.7527777,930,US/Pacific,4/19/2002,,m,0,agrimet_map,,,agrimet,pnro,PN,1.71E+11
lkti,LOOKOUT,ID,47.45,-115.7,200.6666667,0,.......................,594,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
lmdo,LITTLE MEADOWS,OR,44.6,-122.2166667,189,0,.......................,584,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
lmhi,"Lemhi River near Lemhi, ID",ID,44.94,-113.639167,4960,US/Mountain,25:52.2,13305000,ft,0,,,,hydromet,usgs,PN,1.71E+11
lmhm,LEMHI RIDGE,MT,44.98333333,-113.4333333,248,0,.......................,576,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.00E+11
lmmm,"Lower Musselshell-Melstone, MT (LMMM)",MT,46.5627327,-108.0057526,0,US/Mountain,,,,0,usbr_map.json,,,agrimet,great_plains,PN,1.00E+11
lmne,"Lake Minatare Reservoir, Nebraska",NE,41.91833,-103.48861,4140,MST,,,,,,,,,,GP,
lndn,"Lund, Nevada AgriMet Weather Station",NV,38.86684722,-115.0381111,1687.68,US/Pacific,8/4/2015,,,0,google_earth,,,agrimet,pnro,PN,1.50E+11
lnrw,"LITTLE NACHES RIVER NEAR NILE, WA",WA,46.9875,-121.0986111,2576,US/Pacific,.......................,0,ft,0,,,,hydromet,Yakima,PN,1.70E+11
loau,"Loa, UT AgriMet  Weather Station ",UT,38.383349,-111.635725,7116,US/Mountain,4/20/2016,,,0,,,,agrimet,pnro,PN,1.41E+11
loci,"LOCHSA RIVER NR LOWELL, IDAHO",ID,46.150833,-115.587222,1453,US/Pacific,00:00.0,13337000,ft,0,,,,hydromet,usgs,PN,1.71E+11
lofi,"INL - Specific Manufacturing Capability, Idaho",ID,43.859767,-112.730267,1571.52231,US/Mountain,,,ft,0,,,,agrimet,noaa,PN,1.70E+11
lohw,LOST HORSE,WA,46.35,-121.0666667,206.3333333,0,.......................,599,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
loli,"Lolo Creek near Greer, Idaho",id,0,0,0,US/Pacific,.......................,13339500,ft,0,,,,hydromet,,PN,
lopy,LOOMIS PARK,WY,43.16666667,-110.1333333,247.3333333,0,.......................,597,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.40E+11
lori,"Snake River at Lorenzo, ID",ID,43.73536074,-111.8781013,4856,US/Mountain,00:00.0,13038500,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
loro,"Lorella, Oregon AgriMet Weather Station",OR,42.07777,-121.22416,1267.97,US/Pacific,3/31/2001,,m,0,agrimet_map,,,agrimet,pnro,PN,1.80E+11
los,ROGUE RIVER AT LOST CREEK DAM,OR,42.66666667,-122.7666667,0,US/Pacific,24:23.8,CE38F080,ft,0,,,,hydromet,Corps,PN,1.71E+11
low,"Lake Lowell at Lower Embankment near Caldwell, ID",ID,43.58333,-116.73333,2545,US/Mountain,00:00.0,,ft,0,cma_google,,,hydromet,pnro,PN,1.71E+11
lowews,Lake Lowell at Lower Embankment - SOD Sensors,ID,43.57833333,-116.7088889,2545,US/Mountain,.......................,0,ft,0,,,,hydromet,PNRO,PN,1.71E+11
lppi,PA Lateral Pump Canal,ID,42.53333333,-113.9666667,0,US/Mountain,00:00.0,13085800,ft,0,,,,hydromet,IDWR,PN,1.70E+11
lpsi,LOLO PASS,ID,46.63333333,-114.5666667,201.3333333,0,.......................,588,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
lpsw,LONE PINE,WA,46.26666667,-121.95,186.5,0,.......................,591,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
lrd,Lost River Diversion Channel at C-G crossing,OR,42.14305556,-121.6727778,4080,US/Pacific,29:07.4,0,ft,0,,,,hydromet,Klamath,PN,1.80E+11
lrs,"Clear Lake Dam, CA",CA,41.92638889,-121.0752778,4480,US/Pacific,.......................,0,ft,0,,,,hydromet,Klamath,PN,1.80E+11
lrsc,"Clear Lake Dam, CA",CA,41.92638889,-121.0752778,4480,US/Pacific,.......................,,,0,,,,hydromet,Klamath,PN,1.80E+11
lrvo,LRDC at Tingley Lane,OR,42.16777778,-121.7763889,4850,US/Pacific,.......................,11486990,ft,0,,,,hydromet,Klamath,PN,1.80E+11
lshi,CHOCOLATE GULCH,ID,43.76666667,-114.4166667,221.3333333,0,.......................,895,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
lsli,LOST LAKE,ID,47.06666667,-115.95,216.8333333,0,.......................,600,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
lsto,LOSTINE RIVER NEAR LOSTINE,OR,45.438758,-117.427406,3670,US/Pacific,43:07.5,13330000,ft,0,,,,hydromet,owrd,PN,1.71E+11
ltr,"Lake Tschida (Heart Butte), North Dakota",ND,46.59667,-101.80944,2124,MST,,,,,,,,,,GP,
luc,"Lucky Peak Lake near Boise, ID",ID,43.52791003,-116.0530184,3060,US/Mountain,00:00.0,,ft,0,cma_google,,,hydromet,pnro,PN,1.71E+11
lucfb,"Lucky Peak Lake near Boise, ID",ID,0,0,0,US/Mountain,,0,,0,,,,hydromet,PNRO,PN,
luko,LUCKY STRIKE,OR,45.26666667,-118.8333333,200.8333333,0,.......................,605,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
lvks,"Lovewell Dam, Kansas",KS,39.88444,-98.02806,1595,CST,,,,,,,,,,GP,
lvno,Langell Valley North Canal,or,0,0,0,,,,,0,,,,hydromet,,PN,
lvrm,LAKEVIEW RIDGE,MT,44.58333333,-111.8166667,234.3333333,0,.......................,568,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.00E+11
lwdi,LOST-WOOD DIVIDE,ID,43.81666667,-114.25,245.6666667,0,.......................,601,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
lwg,LOWER GRANITE DAM,WA,46.7,-117.4333333,7470,US/Pacific,00:00.0,0,ft,0,,,,hydromet,Corps,PN,1.71E+11
lwgw,LOWER GRANITE DAM,WA,46.66666667,-117.45,600,US/Pacific,00:00.0,0,ft,0,,,,hydromet,,PN,1.71E+11
lwmi,"LOWMAN 3E, ID (monthly)",ID,0,0,0,US/Mountain,.......................,0,ft,0,,,,hydromet,,PN,
lwoi,"Little Wood River above High Five Creek, ID",ID,43.49306,-114.05723,5320,US/Mountain,00:00.0,13147900,ft,0,Bill_KML,,,hydromet,usgs/pnro,PN,1.70E+11
lwsy,LEWIS LAKE DIVIDE,WY,44.2,-110.65,240.8333333,0,.......................,577,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.70E+11
lylw,LYMAN LAKE,WA,48.18333333,-120.9166667,219.6666667,0,.......................,606,ft,0,Config_Data_ SS,,,snotel,snotel,PN,1.71E+11
mabo,"North Fork Malheur River abv Beulah Res, OR",OR,43.94882019,-118.1727663,3449,US/Mountain,00:00.0,13216500,ft,0,Bill_KML,,,hydromet,owrd/pnro,PN,1.71E+11
maci,"Big Lost River below Mackay Res. nr. Mackay, ID",ID,43.939167,-113.648333,5950,US/Mountain,00:00.0,13127000,ft,0,,,,hydromet,USGS,PN,1.70E+11
mado,"Malheur River near Drewsey, OR",OR,43.78439515,-118.3313773,3479,US/Mountain,00:00.0,,ft,0,Bill_KML,,,hydromet,pnro,PN,1.71E+11
mafo,Maxwell Diversion,OR,45.91194444,-119.1175,610,US/Pacific,49:34.8,0,ft,0,,,,hydromet,Umatilla,PN,1.71E+11
mal,Malone Reservoir,OR,42.00583333,-121.2236111,4160,US/Pacific,23:37.7,0,ft,0,,,,hydromet,Klamath,PN,1.80E+11
mali,"Malta, Idaho AgriMet Weather Station",ID,42.4375,-113.41388,1344.17,US/Mountain,6/2/1983,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
malo,"Malheur River at 36th St. Bridge near Ontario, OR",OR,44.040268,-117.0203538,2150,US/Mountain,19:19.0,,ft,0,Bill_KML,,,hydromet,idpwr/pnro,PN,1.71E+11
man,"Mann Creek Dam and Reservoir nr Weiser, ID",ID,44.39139,-116.89444,2774,US/Mountain,00:00.0,,ft,0,cma_google,,,hydromet,pnro,PN,1.71E+11
manm,MANY GLACIER,MT,48.78333333,-113.6666667,194.6666667,0,.......................,613,ft,0,Config_Data_ SS,,,snotel,snotel,PN,
mapm,Maris Pass Snow Course,MT,48.32,-113.36,5250,,,,,0,,,T,,,PN,1.00E+11
marysr,"Marys Lake, Colorado",CO,40.57806,-105.89528,8050,MST,,,,,,,,,,GP,
masw,"Manson, Washington AgriMet Weather Station",WA,47.91694,-120.12444,601.07,US/Pacific,11/9/1993,,m,0,agrimet_map,,,agrimet,pnro,PN,1.70E+11
matm,"Malta, MT (MATM)",MT,48.37401199,-107.7764969,0,US/Mountain,,,,0,usbr_map.json,,,agrimet,great_plains,PN,1.01E+11
mavo,"MALHUER RIVER AT VINES CANYON NEAR VALE, OR",OR,43.95888889,-117.4633333,0,US/Mountain,.......................,13221000,ft,0,,,,hydromet,IDPWR,PN,1.71E+11
mawo,"Maxwell Canal at Maxwell Fish Screen, OR",OR,45.80222222,-119.3555556,0,US/Pacific,56:50.9,0,ft,0,,,,hydromet,Umatilla,PN,1.71E+11
maxo,"Maxwell Canal near Hermiston, OR",OR,45.80472222,-119.3577778,530,US/Pacific,28:17.7,14031500,ft,0,,,,hydromet,owrd,PN,1.71E+11
